layer,difficulty,dist_to_boundary_m,gold_label,exact_label,exact_correct,bs_label,bs_correct,bs_abstain,bs_confidence,risk_label,risk_correct,risk_abstain,dist_bin
tract,hard,33.58426990928449,39077915400,39077915400,True,39077915400,True,False,1.0,39077915400,True,False,25-50m
tract,medium,445.1575829475437,12017450704,12017450704,True,12017450704,True,False,1.0,12017450704,True,False,100-500m
zcta,medium,229.10674134057086,32437,32437,True,32437,True,False,1.0,32437,True,False,100-500m
zcta,hard,71.44088659189046,62280,62280,True,62280,True,False,1.0,62280,True,False,50-100m
tract,easy,3410.593526672767,42107000100,42107000100,True,42107000100,True,False,1.0,42107000100,True,False,>500m
tract,medium,208.98960681241735,48453034200,48453034200,True,48453034200,True,False,1.0,48453034200,True,False,100-500m
tract,hard,84.6846384902888,48113015208,48113015208,True,48113015208,True,False,1.0,48113015208,True,False,50-100m
zcta,hard,82.47710942445488,78418,78418,True,78418,True,False,1.0,78418,True,False,50-100m
county,hard,29.07673529396596,39133,39133,True,39133,True,False,1.0,39133,True,False,25-50m
zcta,easy,3180.2715004625056,75846,75846,True,75846,True,False,1.0,75846,True,False,>500m
tract,hard,73.11643467660502,12115001909,12115001909,True,12115001909,True,False,1.0,12115001909,True,False,50-100m
zcta,easy,2718.7121814957136,45887,45887,True,45887,True,False,1.0,45887,True,False,>500m
tract,hard,18.878859935714207,39161020600,39161020600,True,39161020600,True,False,1.0,,False,True,10-25m
county,easy,4273.243259673592,48457,48457,True,48457,True,False,1.0,48457,True,False,>500m
tract,hard,46.66748196605485,12009060700,12009060700,True,12009060700,True,False,1.0,12009060700,True,False,25-50m
zcta,easy,501.5325429814895,78243,78243,True,78243,True,False,1.0,78243,True,False,>500m
county,medium,265.9139768576207,48131,48131,True,48131,True,False,1.0,48131,True,False,100-500m
tract,easy,151.79364393888468,42095014500,42095014500,True,42095014500,True,False,1.0,42095014500,True,False,100-500m
county,boundary,9.489985426548863,48213,48213,True,48213,True,True,0.82,,False,True,0-10m
tract,hard,50.6767123314668,12071070201,12071070201,True,12071070201,True,False,1.0,12071070201,True,False,50-100m
tract,boundary,0.09368243532932556,06037113213,06037113213,True,06037113213,True,True,0.51,,False,True,0-10m
zcta,edge,85.77334056309901,44721,44721,True,44721,True,False,1.0,44721,True,False,50-100m
county,easy,2808.2694977269375,48033,48033,True,48033,True,False,1.0,48033,True,False,>500m
county,easy,3123.253628845259,53051,53051,True,53051,True,False,1.0,53051,True,False,>500m
zcta,boundary,0.968791527415571,45174,45174,True,45243,False,True,0.51,,False,True,0-10m
county,easy,4365.741558640515,48123,48123,True,48123,True,False,1.0,48123,True,False,>500m
tract,hard,92.12429629721932,13135050440,13135050440,True,13135050440,True,False,1.0,13135050440,True,False,50-100m
county,hard,55.27891664732784,12109,12109,True,12109,True,False,1.0,12109,True,False,50-100m
tract,medium,206.0264126142458,39113004200,39113004200,True,39113004200,True,False,1.0,39113004200,True,False,100-500m
county,easy,1269.244137843262,48091,48091,True,48091,True,False,1.0,48091,True,False,>500m
county,easy,678.3075762905294,12033,12033,True,12033,True,False,1.0,12033,True,False,>500m
tract,easy,499.7855807847469,12009062600,12009062600,True,12009062600,True,False,1.0,12009062600,True,False,100-500m
tract,medium,122.00384349600381,39061021571,39061021571,True,39061021571,True,False,1.0,39061021571,True,False,100-500m
zcta,easy,1632.6977003398943,32113,32113,True,32113,True,False,1.0,32113,True,False,>500m
zcta,easy,1148.9160322616724,78116,78116,True,78116,True,False,1.0,78116,True,False,>500m
tract,medium,236.98606653879025,48113005000,48113005000,True,48113005000,True,False,1.0,48113005000,True,False,100-500m
county,easy,8991.939683592209,13135,13135,True,13135,True,False,1.0,13135,True,False,>500m
zcta,easy,939.4850750916335,32204,32204,True,32204,True,False,1.0,32204,True,False,>500m
tract,boundary,0.5773153982104947,12086000140,12086000140,True,12086000140,True,True,0.55,,False,True,0-10m
zcta,easy,1232.8525927348505,61533,61533,True,61533,True,False,1.0,61533,True,False,>500m
zcta,boundary,6.394679967702699,75436,75436,True,75436,True,True,0.7,,False,True,0-10m
tract,medium,152.79285172043967,12086000508,12086000508,True,12086000508,True,False,1.0,12086000508,True,False,100-500m
tract,hard,29.092175128969114,04027011204,04027011204,True,04027011204,True,False,1.0,04027011204,True,False,25-50m
tract,boundary,0.7420734703600004,36103190402,36103190402,True,36103190404,False,True,0.51,,False,True,0-10m
tract,easy,140.30574780356935,06037535300,06037535300,True,06037535300,True,False,1.0,06037535300,True,False,100-500m
tract,hard,60.28801982028959,48201332800,48201332800,True,48201332800,True,False,1.0,48201332800,True,False,50-100m
zcta,hard,67.81258589331898,10570,10570,True,10570,True,False,1.0,10570,True,False,50-100m
county,hard,50.256064727657346,48005,48005,True,48005,True,False,1.0,48005,True,False,50-100m
zcta,hard,61.3228190156575,62563,62563,True,62563,True,False,1.0,62563,True,False,50-100m
tract,medium,236.15559977366314,53061051302,53061051302,True,53061051302,True,False,1.0,53061051302,True,False,100-500m
zcta,easy,1663.9846867661722,43229,43229,True,43229,True,False,1.0,43229,True,False,>500m
tract,hard,21.71908547931913,48363000100,48363000100,True,48363000100,True,False,1.0,,False,True,10-25m
county,hard,87.85437888861286,39103,39103,True,39103,True,False,1.0,39103,True,False,50-100m
county,medium,257.7058082563505,48121,48121,True,48121,True,False,1.0,48121,True,False,100-500m
county,easy,6349.234446138584,48075,48075,True,48075,True,False,1.0,48075,True,False,>500m
county,easy,14744.881149992972,48055,48055,True,48055,True,False,1.0,48055,True,False,>500m
tract,easy,501.4378457655644,48113014405,48113014405,True,48113014405,True,False,1.0,48113014405,True,False,>500m
county,easy,20285.107340550563,06019,06019,True,06019,True,False,1.0,06019,True,False,>500m
county,easy,18733.197072648156,12055,12055,True,12055,True,False,1.0,12055,True,False,>500m
zcta,hard,63.986372143520796,95944,95944,True,95944,True,False,1.0,95944,True,False,50-100m
zcta,easy,2811.6361322128573,32127,32127,True,32127,True,False,1.0,32127,True,False,>500m
county,easy,4920.563932112594,12101,12101,True,12101,True,False,1.0,12101,True,False,>500m
tract,boundary,0.8832165920037042,39155921300,39155921300,True,39155921200,False,True,0.5,,False,True,0-10m
tract,medium,484.4624190522864,48201252001,48201252001,True,48201252001,True,False,1.0,48201252001,True,False,100-500m
tract,easy,120.7748796577458,36081098700,36081098700,True,36081098700,True,False,1.0,36081098700,True,False,100-500m
county,easy,10339.111164309827,48381,48381,True,48381,True,False,1.0,48381,True,False,>500m
county,medium,114.34800611912209,39053,39053,True,39053,True,False,1.0,39053,True,False,100-500m
county,medium,416.3143573542803,42125,42125,True,42125,True,False,1.0,42125,True,False,100-500m
county,hard,75.3989642312414,17025,17025,True,17025,True,False,1.0,17025,True,False,50-100m
county,easy,7236.800744855521,12129,12129,True,12129,True,False,1.0,12129,True,False,>500m
county,edge,63.24009417983682,12029,12029,True,12029,True,False,1.0,12029,True,False,50-100m
tract,easy,252.7621366367081,06013371000,06013371000,True,06013371000,True,False,1.0,06013371000,True,False,100-500m
county,easy,7006.287457039808,48489,48489,True,48489,True,False,1.0,48489,True,False,>500m
zcta,medium,365.39108554801976,18347,18347,True,18347,True,False,1.0,18347,True,False,100-500m
tract,easy,577.1143426328159,48113018126,48113018126,True,48113018126,True,False,1.0,48113018126,True,False,>500m
tract,medium,476.230836680231,48085030202,48085030202,True,48085030202,True,False,1.0,48085030202,True,False,100-500m
county,hard,45.133572136337335,48195,48195,True,48195,True,False,1.0,48195,True,False,25-50m
tract,easy,945.3622603408954,39099812001,39099812001,True,39099812001,True,False,1.0,39099812001,True,False,>500m
zcta,boundary,5.492203794404841,77546,77546,True,77546,True,True,0.7,,False,True,0-10m
tract,easy,137.9213595242613,36047050300,36047050300,True,36047050300,True,False,1.0,36047050300,True,False,100-500m
tract,easy,1408.1313012296343,17197881108,17197881108,True,17197881108,True,False,1.0,17197881108,True,False,>500m
tract,easy,1921.7555490377258,48423001408,48423001408,True,48423001408,True,False,1.0,48423001408,True,False,>500m
zcta,medium,207.52227181082617,30093,30093,True,30093,True,False,1.0,30093,True,False,100-500m
tract,edge,46.16234838833353,48117950600,48117950600,True,48117950600,True,False,1.0,48117950600,True,False,25-50m
county,boundary,4.749983873139343,17097,17097,True,17097,True,True,0.73,,False,True,0-10m
county,hard,72.06037896638998,48269,48269,True,48269,True,False,1.0,48269,True,False,50-100m
zcta,hard,69.050944468299,32966,32966,True,32966,True,False,1.0,32966,True,False,50-100m
county,hard,87.17817372385014,39155,39155,True,39155,True,False,1.0,39155,True,False,50-100m
county,medium,202.77752833334392,48323,48323,True,48323,True,False,1.0,48323,True,False,100-500m
county,edge,62.366408888840276,12029,12029,True,12029,True,False,1.0,12029,True,False,50-100m
zcta,easy,521.17312850161,77702,77702,True,77702,True,False,1.0,77702,True,False,>500m
zcta,easy,1791.9510269917243,76259,76259,True,76259,True,False,1.0,76259,True,False,>500m
tract,easy,630.5246863265103,12097043303,12097043303,True,12097043303,True,False,1.0,12097043303,True,False,>500m
county,easy,2320.7655275510965,12067,12067,True,12067,True,False,1.0,12067,True,False,>500m
county,medium,407.430836288296,48493,48493,True,48493,True,False,1.0,48493,True,False,100-500m
county,medium,398.8103013803428,48119,48119,True,48119,True,False,1.0,48119,True,False,100-500m
zcta,easy,2089.58742904238,61548,61548,True,61548,True,False,1.0,61548,True,False,>500m
tract,boundary,8.600159089790013,39013011000,39013011000,True,39013011000,True,True,0.71,,False,True,0-10m
county,hard,52.35893368535794,48489,48489,True,48489,True,False,1.0,48489,True,False,50-100m
tract,edge,39.92629917818489,48499950700,48499950700,True,48499950700,True,False,1.0,48499950700,True,False,25-50m
zcta,medium,383.1747530676996,13101,13101,True,13101,True,False,1.0,13101,True,False,100-500m
tract,easy,276.39726503245805,42003300100,42003300100,True,42003300100,True,False,1.0,42003300100,True,False,100-500m
county,edge,13.81146200375461,13193,13193,True,13193,True,False,0.91,,False,True,10-25m
zcta,medium,225.79927206893697,78140,78140,True,78140,True,False,1.0,78140,True,False,100-500m
tract,hard,30.59672243473677,36081157903,36081157903,True,36081157903,True,False,1.0,36081157903,True,False,25-50m
zcta,hard,12.537396786688934,94970,94970,True,94970,True,False,0.92,,False,True,10-25m
tract,hard,98.83027623786167,39085201500,39085201500,True,39085201500,True,False,1.0,39085201500,True,False,50-100m
tract,edge,86.49008323714595,42129803100,42129803100,True,42129803100,True,False,1.0,42129803100,True,False,50-100m
tract,hard,55.91463292264847,39035112301,39035112301,True,39035112301,True,False,1.0,39035112301,True,False,50-100m
zcta,medium,497.73544580110956,33867,33867,True,33867,True,False,1.0,33867,True,False,100-500m
county,hard,22.19552880622808,48099,48099,True,48099,True,False,1.0,,False,True,10-25m
tract,hard,64.32195960854277,12086000206,12086000206,True,12086000206,True,False,1.0,12086000206,True,False,50-100m
tract,medium,108.68407312085805,48303010414,48303010414,True,48303010414,True,False,1.0,48303010414,True,False,100-500m
zcta,easy,513.9812148139936,61414,61414,True,61414,True,False,1.0,61414,True,False,>500m
zcta,medium,471.2940157182254,33410,33410,True,33410,True,False,1.0,33410,True,False,100-500m
county,easy,7446.990601206142,06105,06105,True,06105,True,False,1.0,06105,True,False,>500m
zcta,hard,35.96886251364504,32819,32819,True,32819,True,False,1.0,32819,True,False,25-50m
zcta,medium,338.9759511353215,92121,92121,True,92121,True,False,1.0,92121,True,False,100-500m
tract,easy,189.1945901169611,12099004204,12099004204,True,12099004204,True,False,1.0,12099004204,True,False,100-500m
zcta,hard,44.08938245581167,32909,32909,True,32909,True,False,1.0,32909,True,False,25-50m
zcta,medium,256.41753655357263,34472,34472,True,34472,True,False,1.0,34472,True,False,100-500m
county,boundary,8.061682881918061,17147,17147,True,17147,True,True,0.69,,False,True,0-10m
county,easy,6343.6339508801675,39009,39009,True,39009,True,False,1.0,39009,True,False,>500m
county,hard,39.54829702327034,39129,39129,True,39129,True,False,1.0,39129,True,False,25-50m
zcta,easy,633.2078499928876,43570,43570,True,43570,True,False,1.0,43570,True,False,>500m
zcta,easy,2770.0833653576797,75450,75450,True,75450,True,False,1.0,75450,True,False,>500m
zcta,medium,408.6363001706151,33177,33177,True,33177,True,False,1.0,33177,True,False,100-500m
county,easy,3393.2907364332054,42053,42053,True,42053,True,False,1.0,42053,True,False,>500m
county,boundary,0.8971902556053637,39101,39101,True,39101,True,True,0.52,,False,True,0-10m
tract,boundary,1.0200676354604616,42037050600,42037050600,True,42037050500,False,True,0.54,,False,True,0-10m
county,easy,3174.9349797084333,48333,48333,True,48333,True,False,1.0,48333,True,False,>500m
tract,medium,228.0506180813966,12103027328,12103027328,True,12103027328,True,False,1.0,12103027328,True,False,100-500m
zcta,hard,31.249596248718717,17266,17266,True,17266,True,False,1.0,17266,True,False,25-50m
county,hard,38.4972292091297,39167,39167,True,39167,True,False,1.0,39167,True,False,25-50m
zcta,easy,723.9938559954172,45177,45177,True,45177,True,False,1.0,45177,True,False,>500m
county,easy,5810.895540626791,48491,48491,True,48491,True,False,1.0,48491,True,False,>500m
zcta,hard,42.35979874578317,94806,94806,True,94806,True,False,1.0,94806,True,False,25-50m
tract,edge,11.244055763156728,36005023501,36005023501,True,36005023501,True,True,0.74,,False,True,10-25m
tract,hard,93.27378412218677,42073000700,42073000700,True,42073000700,True,False,1.0,42073000700,True,False,50-100m
county,easy,11790.82361332062,48181,48181,True,48181,True,False,1.0,48181,True,False,>500m
county,hard,86.92862498110058,12005,12005,True,12005,True,False,1.0,12005,True,False,50-100m
tract,easy,502.20395852301124,13121001002,13121001002,True,13121001002,True,False,1.0,13121001002,True,False,>500m
county,medium,192.1744810867937,12123,12123,True,12123,True,False,1.0,12123,True,False,100-500m
zcta,edge,65.21910630659384,77706,77706,True,77706,True,False,1.0,77706,True,False,50-100m
county,hard,57.5401536188543,48267,48267,True,48267,True,False,1.0,48267,True,False,50-100m
zcta,easy,146.13156477598426,61037,61037,True,61037,True,False,1.0,61037,True,False,100-500m
zcta,easy,601.8141607350882,75977,75977,True,75977,True,False,1.0,75977,True,False,>500m
county,easy,6908.944952104864,12037,12037,True,12037,True,False,1.0,12037,True,False,>500m
zcta,hard,45.78131672658228,43205,43205,True,43205,True,False,1.0,43205,True,False,25-50m
tract,easy,1328.8325024107487,13175950201,13175950201,True,13175950201,True,False,1.0,13175950201,True,False,>500m
county,hard,29.15966771334163,42123,42123,True,42123,True,False,1.0,42123,True,False,25-50m
tract,edge,63.77351421405992,48193950200,48193950200,True,48193950200,True,False,1.0,48193950200,True,False,50-100m
county,hard,83.26599639360671,48421,48421,True,48421,True,False,1.0,48421,True,False,50-100m
tract,medium,335.7530741165529,48367140601,48367140601,True,48367140601,True,False,1.0,48367140601,True,False,100-500m
county,easy,2412.803397237802,17047,17047,True,17047,True,False,1.0,17047,True,False,>500m
tract,hard,47.87466539239674,12105012127,12105012127,True,12105012127,True,False,1.0,12105012127,True,False,25-50m
county,medium,151.86197419289402,12001,12001,True,12001,True,False,1.0,12001,True,False,100-500m
tract,medium,482.0763349870864,48491020116,48491020116,True,48491020116,True,False,1.0,48491020116,True,False,100-500m
zcta,easy,1129.2701216622704,32577,32577,True,32577,True,False,1.0,32577,True,False,>500m
county,easy,2914.6823398686133,13285,13285,True,13285,True,False,1.0,13285,True,False,>500m
zcta,boundary,6.839929789773566,91948,91948,True,91948,True,False,1.0,,False,True,0-10m
tract,medium,416.4806483455452,12049970302,12049970302,True,12049970302,True,False,1.0,12049970302,True,False,100-500m
county,boundary,8.869030181104787,48195,48195,True,48195,True,True,0.73,,False,True,0-10m
tract,hard,13.531969503084044,06071003606,06071003606,True,06071003606,True,False,0.9,,False,True,10-25m
tract,easy,503.2697834812983,48167725700,48167725700,True,48167725700,True,False,1.0,48167725700,True,False,>500m
zcta,easy,2838.453034728963,32565,32565,True,32565,True,False,1.0,32565,True,False,>500m
zcta,boundary,1.5607588368107268,61041,61041,True,61041,True,True,0.53,,False,True,0-10m
county,easy,2863.310185331623,13047,13047,True,13047,True,False,1.0,13047,True,False,>500m
zcta,edge,21.676408863265692,30306,30306,True,30306,True,False,1.0,,False,True,10-25m
tract,hard,13.272668045979133,12086004205,12086004205,True,12086004205,True,False,0.94,,False,True,10-25m
tract,edge,15.67943267088715,48343950200,48343950200,True,48343950200,True,False,0.93,,False,True,10-25m
zcta,medium,496.3060447659681,43522,43522,True,43522,True,False,1.0,43522,True,False,100-500m
county,medium,122.86005293278832,48467,48467,True,48467,True,False,1.0,48467,True,False,100-500m
tract,hard,97.63956643688573,42043024503,42043024503,True,42043024503,True,False,1.0,42043024503,True,False,50-100m
county,boundary,1.079160036363764,39087,39087,True,39087,True,True,0.62,,False,True,0-10m
tract,hard,74.50653855837793,42011000100,42011000100,True,42011000100,True,False,1.0,42011000100,True,False,50-100m
county,easy,5076.41150235141,39099,39099,True,39099,True,False,1.0,39099,True,False,>500m
county,hard,23.71902550666199,39063,39063,True,39063,True,False,1.0,,False,True,10-25m
tract,easy,813.8409110715223,48015760302,48015760302,True,48015760302,True,False,1.0,48015760302,True,False,>500m
county,hard,61.58286243138848,48265,48265,True,48265,True,False,1.0,48265,True,False,50-100m
zcta,medium,446.8108584310982,17851,17851,True,17851,True,False,1.0,17851,True,False,100-500m
zcta,easy,728.351345898587,45835,45835,True,45835,True,False,1.0,45835,True,False,>500m
zcta,easy,663.4163017558405,44103,44103,True,44103,True,False,1.0,44103,True,False,>500m
tract,easy,116.92654949473719,12086008805,12086008805,True,12086008805,True,False,1.0,12086008805,True,False,100-500m
zcta,medium,237.97394469214333,45330,45330,True,45330,True,False,1.0,45330,True,False,100-500m
county,easy,2065.93699351692,39171,39171,True,39171,True,False,1.0,39171,True,False,>500m
tract,hard,80.42251773227623,12101032401,12101032401,True,12101032401,True,False,1.0,12101032401,True,False,50-100m
zcta,hard,19.64582834253548,85362,85362,True,85362,True,False,1.0,,False,True,10-25m
zcta,easy,1629.6623590960562,31550,31550,True,31550,True,False,1.0,31550,True,False,>500m
tract,easy,322.37198066894615,48113019600,48113019600,True,48113019600,True,False,1.0,48113019600,True,False,100-500m
zcta,easy,1624.3428390613287,18255,18255,True,18255,True,False,1.0,18255,True,False,>500m
tract,hard,38.35820847169249,48201232600,48201232600,True,48201232600,True,False,1.0,48201232600,True,False,25-50m
tract,easy,346.2964329573117,48029170700,48029170700,True,48029170700,True,False,1.0,48029170700,True,False,100-500m
zcta,hard,14.312280452098662,78363,78363,True,78363,True,False,1.0,,False,True,10-25m
county,medium,452.88338178246494,48041,48041,True,48041,True,False,1.0,48041,True,False,100-500m
county,hard,92.76751938224231,48311,48311,True,48311,True,False,1.0,48311,True,False,50-100m
county,easy,15220.661603586886,48235,48235,True,48235,True,False,1.0,48235,True,False,>500m
tract,boundary,7.883984088645327,12105011100,12105011100,True,12105011100,True,True,0.73,,False,True,0-10m
tract,edge,42.55306507209453,48331950300,48331950300,True,48331950300,True,False,1.0,48331950300,True,False,25-50m
tract,easy,209.4542835063923,06073002803,06073002803,True,06073002803,True,False,1.0,06073002803,True,False,100-500m
tract,medium,144.73170090249113,48113019211,48113019211,True,48113019211,True,False,1.0,48113019211,True,False,100-500m
county,easy,1808.0014199152092,39085,39085,True,39085,True,False,1.0,39085,True,False,>500m
county,boundary,5.401182631676336,36025,36025,True,36025,True,True,0.67,,False,True,0-10m
county,boundary,2.3036374253177114,48475,48475,True,48389,False,True,0.52,,False,True,0-10m
zcta,hard,67.81922448971127,43202,43202,True,43202,True,False,1.0,43202,True,False,50-100m
zcta,medium,239.82886217953745,75247,75247,True,75247,True,False,1.0,75247,True,False,100-500m
tract,medium,124.59785798531026,53053071707,53053071707,True,53053071707,True,False,1.0,53053071707,True,False,100-500m
zcta,easy,881.8964692808781,85006,85006,True,85006,True,False,1.0,85006,True,False,>500m
zcta,hard,79.12738196534599,11951,11951,True,11951,True,False,1.0,11951,True,False,50-100m
county,easy,4774.065249707199,12115,12115,True,12115,True,False,1.0,12115,True,False,>500m
county,easy,15048.661307266413,48207,48207,True,48207,True,False,1.0,48207,True,False,>500m
county,medium,233.3824066514956,48293,48293,True,48293,True,False,1.0,48293,True,False,100-500m
zcta,hard,55.01555058088067,61236,61236,True,61236,True,False,1.0,61236,True,False,50-100m
tract,hard,22.02639239634086,48041000205,48041000205,True,48041000205,True,False,1.0,,False,True,10-25m
tract,boundary,1.636817716046635,48439105405,48439105405,True,48439105405,True,True,0.64,,False,True,0-10m
county,medium,467.66785344620257,48443,48443,True,48443,True,False,1.0,48443,True,False,100-500m
tract,medium,461.5537659213445,13057090805,13057090805,True,13057090805,True,False,1.0,13057090805,True,False,100-500m
county,medium,136.933187687231,13171,13171,True,13171,True,False,1.0,13171,True,False,100-500m
zcta,easy,1498.7237084499825,98075,98075,True,98075,True,False,1.0,98075,True,False,>500m
tract,medium,248.71762944027353,48201321200,48201321200,True,48201321200,True,False,1.0,48201321200,True,False,100-500m
zcta,medium,329.99887427444435,76351,76351,True,76351,True,False,1.0,76351,True,False,100-500m
county,easy,3770.982606112435,39141,39141,True,39141,True,False,1.0,39141,True,False,>500m
tract,easy,554.7982136830544,48113013727,48113013727,True,48113013727,True,False,1.0,48113013727,True,False,>500m
tract,easy,155.179348487849,42101026800,42101026800,True,42101026800,True,False,1.0,42101026800,True,False,100-500m
county,medium,376.22353325906795,53073,53073,True,53073,True,False,1.0,53073,True,False,100-500m
tract,boundary,6.932173226714762,12053040502,12053040502,True,12053040502,True,True,0.76,,False,True,0-10m
zcta,edge,17.84722466130055,18046,18046,True,18046,True,False,0.96,,False,True,10-25m
tract,easy,556.658308480792,48339694308,48339694308,True,48339694308,True,False,1.0,48339694308,True,False,>500m
zcta,medium,388.08254814752127,19610,19610,True,19610,True,False,1.0,19610,True,False,100-500m
zcta,medium,203.58223917860957,33857,33857,True,33857,True,False,1.0,33857,True,False,100-500m
zcta,medium,187.16988534301436,32502,32502,True,32502,True,False,1.0,32502,True,False,100-500m
tract,medium,149.67593845496182,39083007302,39083007302,True,39083007302,True,False,1.0,39083007302,True,False,100-500m
tract,easy,805.9209188170879,12035060218,12035060218,True,12035060218,True,False,1.0,12035060218,True,False,>500m
county,hard,96.55365473076381,36025,36025,True,36025,True,False,1.0,36025,True,False,50-100m
zcta,easy,2716.251323914902,92266,92266,True,92266,True,False,1.0,92266,True,False,>500m
tract,edge,69.97849399006199,36065026200,36065026200,True,36065026200,True,False,1.0,36065026200,True,False,50-100m
tract,easy,500.47203607299036,12083001010,12083001010,True,12083001010,True,False,1.0,12083001010,True,False,>500m
zcta,hard,88.05895438038075,32612,32612,True,32612,True,False,1.0,32612,True,False,50-100m
zcta,easy,540.9973213976816,32826,32826,True,32826,True,False,1.0,32826,True,False,>500m
tract,hard,26.775446293246365,06037214902,06037214902,True,06037214902,True,False,1.0,06037214902,True,False,25-50m
tract,easy,851.7768971484371,12061050306,12061050306,True,12061050306,True,False,1.0,12061050306,True,False,>500m
tract,hard,11.413387171155772,39153501700,39153501700,True,39153501700,True,True,0.86,,False,True,10-25m
county,hard,89.35341797174637,42045,42045,True,42045,True,False,1.0,42045,True,False,50-100m
tract,medium,150.14218776470983,48355005410,48355005410,True,48355005410,True,False,1.0,48355005410,True,False,100-500m
tract,hard,63.103668335908154,42049000700,42049000700,True,42049000700,True,False,1.0,42049000700,True,False,50-100m
tract,hard,42.90798656367168,48485011400,48485011400,True,48485011400,True,False,1.0,48485011400,True,False,25-50m
tract,medium,426.7119440077718,36023970201,36023970201,True,36023970201,True,False,1.0,36023970201,True,False,100-500m
zcta,hard,50.04604446714795,43445,43445,True,43445,True,False,1.0,43445,True,False,50-100m
zcta,medium,269.4112913984756,79371,79371,True,79371,True,False,1.0,79371,True,False,100-500m
tract,easy,1251.0943501040908,48021950700,48021950700,True,48021950700,True,False,1.0,48021950700,True,False,>500m
county,hard,87.64075013086831,48301,48301,True,48301,True,False,1.0,48301,True,False,50-100m
zcta,medium,336.8831286633429,44067,44067,True,44067,True,False,1.0,44067,True,False,100-500m
county,easy,1218.765731342715,48505,48505,True,48505,True,False,1.0,48505,True,False,>500m
tract,medium,312.7783988090884,48201540602,48201540602,True,48201540602,True,False,1.0,48201540602,True,False,100-500m
zcta,hard,38.61491760517711,43779,43779,True,43779,True,False,1.0,43779,True,False,25-50m
tract,hard,74.19317652120806,12119911302,12119911302,True,12119911302,True,False,1.0,12119911302,True,False,50-100m
zcta,easy,171.27495367357122,45358,45358,True,45358,True,False,1.0,45358,True,False,100-500m
tract,easy,513.6697408396163,04019002906,04019002906,True,04019002906,True,False,1.0,04019002906,True,False,>500m
zcta,medium,258.8154052653426,34140,34140,True,34140,True,False,1.0,34140,True,False,100-500m
zcta,hard,58.793523446148306,77582,77582,True,77582,True,False,1.0,77582,True,False,50-100m
county,hard,97.76106459694358,12033,12033,True,12033,True,False,1.0,12033,True,False,50-100m
tract,hard,42.18923297082657,39031961400,39031961400,True,39031961400,True,False,1.0,39031961400,True,False,25-50m
zcta,easy,1110.915838892253,43338,43338,True,43338,True,False,1.0,43338,True,False,>500m
tract,easy,753.6244492938725,48121020317,48121020317,True,48121020317,True,False,1.0,48121020317,True,False,>500m
zcta,edge,48.658648580475955,12747,12747,True,12747,True,False,1.0,12747,True,False,25-50m
tract,hard,39.88160919122955,48167724500,48167724500,True,48167724500,True,False,1.0,48167724500,True,False,25-50m
tract,easy,5749.999691205197,48033950100,48033950100,True,48033950100,True,False,1.0,48033950100,True,False,>500m
tract,easy,197.39224813221554,39095007801,39095007801,True,39095007801,True,False,1.0,39095007801,True,False,100-500m
tract,boundary,5.799666831220778,12086010707,12086010707,True,12086010707,True,True,0.73,,False,True,0-10m
tract,easy,1054.6518568249119,12001002219,12001002219,True,12001002219,True,False,1.0,12001002219,True,False,>500m
county,easy,7517.365297756865,39105,39105,True,39105,True,False,1.0,39105,True,False,>500m
county,medium,388.8959233735057,39065,39065,True,39065,True,False,1.0,39065,True,False,100-500m
county,hard,66.95568823291114,48081,48081,True,48081,True,False,1.0,48081,True,False,50-100m
tract,hard,81.83900191397943,06103000100,06103000100,True,06103000100,True,False,1.0,06103000100,True,False,50-100m
tract,medium,279.99858856828484,13121010536,13121010536,True,13121010536,True,False,1.0,13121010536,True,False,100-500m
tract,edge,82.97963335300985,42079216502,42079216502,True,42079216502,True,False,1.0,42079216502,True,False,50-100m
tract,edge,39.00423534808188,12086006721,12086006721,True,12086006721,True,False,1.0,12086006721,True,False,25-50m
zcta,hard,38.1554504776232,98377,98377,True,98377,True,False,1.0,98377,True,False,25-50m
tract,medium,342.6777792354388,48113009103,48113009103,True,48113009103,True,False,1.0,48113009103,True,False,100-500m
county,edge,51.28781643854452,06037,06037,True,06037,True,False,1.0,06037,True,False,50-100m
county,medium,427.6164866979024,48239,48239,True,48239,True,False,1.0,48239,True,False,100-500m
zcta,hard,17.48504654701986,78076,78076,True,78076,True,False,0.96,,False,True,10-25m
zcta,boundary,3.0549798772977845,61743,61743,True,61743,True,True,0.53,,False,True,0-10m
tract,boundary,5.56359350558206,13277960900,13277960900,True,13277960900,True,True,0.67,,False,True,0-10m
zcta,easy,1224.7545134062361,33172,33172,True,33172,True,False,1.0,33172,True,False,>500m
tract,hard,84.92179414635949,12081001002,12081001002,True,12081001002,True,False,1.0,12081001002,True,False,50-100m
county,boundary,5.17144482926413,48191,48191,True,48191,True,True,0.71,,False,True,0-10m
county,hard,26.69581776472332,13173,13173,True,13173,True,False,1.0,13173,True,False,25-50m
zcta,hard,68.14468721432647,33556,33556,True,33556,True,False,1.0,33556,True,False,50-100m
county,boundary,4.9808612110612085,17055,17055,True,17055,True,True,0.72,,False,True,0-10m
tract,medium,212.53637574760998,36029006901,36029006901,True,36029006901,True,False,1.0,36029006901,True,False,100-500m
zcta,easy,6729.272612934287,76943,76943,True,76943,True,False,1.0,76943,True,False,>500m
